name,category,place_tag,distance_to_kazan_border_km,lat,lon,osm_type,osm_id
Подгорные Шари,hamlet,hamlet,31.27,56.167816,48.761406,node,661433612
Киреево,hamlet,hamlet,31.38,55.682415,48.375605,node,752195986
Марьян,hamlet,hamlet,31.42,56.180046,49.448337,way,121804526
Шеренгуб,hamlet,hamlet,31.45,55.960682,48.371906,node,663045352
Полаткино,hamlet,hamlet,31.58,56.166635,48.744571,way,858640637
Смолдеярово,hamlet,hamlet,31.81,55.473567,49.686941,way,160729139
Большая Шухата,hamlet,hamlet,31.9,56.212725,49.312932,way,121804529
Старая Юльба,hamlet,hamlet,31.99,56.151789,49.548088,way,888942829
Карамышиха,hamlet,hamlet,32.19,55.581989,48.480342,way,227473989
Прибой,hamlet,hamlet,32.23,55.646639,48.391397,node,752197401
У Тумер,hamlet,hamlet,32.25,56.154724,48.682972,way,855236789
Чемерцы,hamlet,hamlet,32.26,56.054966,49.702674,node,825463684
24 км Горьковской железной дороги,hamlet,hamlet,32.48,56.004733,48.387929,node,4701458740
Арняш,hamlet,hamlet,32.84,56.131172,49.612005,node,762231906
Новая Юльба,hamlet,hamlet,32.94,56.173731,49.517136,node,750492565
Чурилино,hamlet,hamlet,33.19,56.042845,49.739916,node,1075185643
Кошлауч,hamlet,hamlet,33.23,56.159926,49.561988,node,762127265
Шапкино,hamlet,hamlet,33.52,55.303218,49.036421,way,159207685
Чертово,hamlet,hamlet,33.55,55.903671,49.872543,node,807614733
Иксуар,hamlet,hamlet,33.68,55.669526,49.900679,node,806508417
Городище,hamlet,hamlet,33.88,55.586901,48.434638,node,752197400
Маматово,hamlet,hamlet,33.95,55.515947,49.794667,way,205596622
Кишметьево,hamlet,hamlet,33.96,56.062971,49.725892,node,1075185493
Малые Ачасыры,hamlet,hamlet,34.24,55.695583,48.318503,way,121241276
Татарское Кадряково,hamlet,hamlet,34.37,56.032807,49.777328,way,345700615
Верхний Курган,hamlet,hamlet,34.47,55.805542,48.270993,node,923940802
Патрикеево,hamlet,hamlet,34.54,55.466561,48.578547,node,1336437901
Верхняя Красная Горка,hamlet,hamlet,34.71,56.204862,48.779166,way,557300877
Передовик,hamlet,hamlet,34.94,55.93446,48.295372,node,1646676829
Утяково,hamlet,hamlet,35.05,55.562987,48.449153,way,227624607
Атамыш,hamlet,hamlet,35.09,56.247577,49.23486,node,750474648
Юлдуз,hamlet,hamlet,35.09,55.350793,48.76736,way,1010324209
Балчиклы,hamlet,hamlet,35.21,55.306733,48.907512,way,58474386
Чулпаниха,hamlet,hamlet,35.24,55.54877,48.472135,way,227474072
Нижнее Озеро,hamlet,hamlet,35.31,55.371781,48.715056,node,1341925205
Яшельча,hamlet,hamlet,35.44,55.284904,49.186526,node,722374491
Косяково,hamlet,hamlet,35.47,55.663602,48.318637,way,121666338
Шеканясь,hamlet,hamlet,35.73,56.228352,49.429074,node,750483202
Верхние Ураспуги,hamlet,hamlet,35.77,55.706826,48.287164,node,752400620
Албаба,hamlet,hamlet,35.9,55.630252,48.340333,way,120626194
Коротково,hamlet,hamlet,36.29,56.011337,48.325557,relation,6196433
Новоселок,hamlet,hamlet,36.35,55.822424,49.948575,way,121240466
Кзыл-Тан,hamlet,hamlet,36.49,55.751051,48.252578,way,1172649409
Наумово,hamlet,hamlet,36.52,55.579946,49.905524,way,123111456
Малая Атня,hamlet,hamlet,36.64,56.22883,49.462891,node,750483201
Ермоловка,hamlet,hamlet,36.9,55.943053,49.908443,node,762144406
Зюзино,hamlet,hamlet,37.03,55.577368,49.912546,way,1016617119
Тенибяково,hamlet,hamlet,37.05,55.566231,48.39933,way,227624498
Новое Патрикеево,hamlet,hamlet,37.27,55.467649,48.520415,way,1142028263
Старый Шимбер,hamlet,hamlet,37.31,56.265842,49.271918,way,121804508
Булатово,hamlet,hamlet,37.48,55.627545,48.314023,way,123332705
Ромашкино,hamlet,hamlet,37.49,56.04373,48.335046,way,557257860
Махмур,hamlet,hamlet,37.72,56.268894,49.122973,node,825477320
Васюково,hamlet,hamlet,37.78,55.70842,48.253249,way,121242192
Новая Тюрлема,hamlet,hamlet,37.91,55.774436,48.22157,node,923932688
Якты-Кен,hamlet,hamlet,37.96,56.011488,49.871954,way,844150979
Бузаево,hamlet,hamlet,38.18,55.553274,48.395929,way,227624333
Новый Шимбер,hamlet,hamlet,38.25,56.274818,49.265454,way,121804503
Колкомерка,hamlet,hamlet,38.27,55.712833,49.989326,way,1391685702
Карцев-Починок,hamlet,hamlet,38.31,55.816067,48.208578,node,923940801
Малалла,hamlet,hamlet,38.33,55.439094,48.540738,way,1142028287
Урывкино,hamlet,hamlet,38.39,55.873106,49.959927,way,121240511
Кичиер,hamlet,hamlet,38.43,56.07331,48.352081,node,4165433826
Тавлино,hamlet,hamlet,38.73,55.649094,48.273039,node,752414180
Альменево,hamlet,hamlet,38.79,55.723745,48.22745,node,923950807
Заборная Поляна,hamlet,hamlet,38.82,55.382484,48.618182,way,642782166
Меретяки,hamlet,hamlet,38.88,55.458899,49.813245,way,205596619
Платоновка,hamlet,hamlet,39.09,55.971498,49.926982,node,762139479
Бибеево,hamlet,hamlet,39.1,55.256879,48.987237,node,722416647
Бахтияр,hamlet,hamlet,39.14,56.207163,49.607602,node,750478574
Малые Буртасы,hamlet,hamlet,39.17,55.265248,48.925367,node,723840355
Малое Мереткозино,hamlet,hamlet,39.2,55.249307,49.158507,node,712941248
Васильева Бужа,hamlet,hamlet,39.23,56.0588,49.84,node,762155522
Кленовая Гора,hamlet,hamlet,39.44,56.133904,48.426426,node,1489535693
Мари-Отары,hamlet,hamlet,39.65,55.955993,48.229319,node,667498682
Менгличево,hamlet,hamlet,39.83,55.244536,49.053699,node,723876358
Залесный,hamlet,hamlet,39.94,56.260739,48.813322,relation,5483903
Новые Поляны,hamlet,hamlet,39.98,55.403292,48.566332,way,1143918484
Губайдулловка,hamlet,hamlet,40.05,55.601478,49.978086,way,123111440
Кукшенеры,hamlet,hamlet,40.18,55.946661,48.214209,way,853859717
Азбаба,hamlet,hamlet,40.2,55.416599,48.537499,way,116792141
Старый Менгер,hamlet,hamlet,40.32,56.243021,49.540283,node,747646764
Айшияз,hamlet,hamlet,40.38,56.289947,49.320241,node,747658426
Татарское Исламово,hamlet,hamlet,40.48,55.628887,48.258909,way,226230446
Казыли,hamlet,hamlet,40.55,55.713001,50.026004,node,806508418
Чуча,hamlet,hamlet,40.6,55.832987,50.014082,way,121240487
Уразметево,hamlet,hamlet,40.64,55.77068,48.178469,way,176715488
Берляш,hamlet,hamlet,40.66,55.385809,48.575513,node,761036563
Бишалабы,hamlet,hamlet,40.85,55.261645,48.864106,way,169422461
Решетниково,hamlet,hamlet,40.92,55.804187,48.167748,way,176715486
Кубня,hamlet,hamlet,41.01,55.537506,48.360013,node,1375744130
Илеть,hamlet,hamlet,41.17,56.113983,48.353324,relation,5139409
Луковское,hamlet,hamlet,41.18,55.517163,48.392144,way,227624201
Картапа,hamlet,hamlet,41.22,55.289444,48.754862,way,58474384
Русское Исламово,hamlet,hamlet,41.47,55.643766,48.229351,node,752414202
Данышево,hamlet,hamlet,41.64,55.229675,49.02832,way,58368185
Имянле-Буртас,hamlet,hamlet,41.66,55.444361,48.463596,node,1343266918
Зильгильде,hamlet,hamlet,41.77,56.286803,49.429246,node,750482196
Пиндиково,hamlet,hamlet,41.9,55.867868,48.15496,way,207226376
Кирпичный,hamlet,hamlet,41.91,56.125077,48.354975,way,860348083
Тоганашево,hamlet,hamlet,41.94,55.801972,48.151737,node,923938386
Трубный,hamlet,hamlet,42.15,56.128072,48.354816,node,663045461
Новый Салтан,hamlet,hamlet,42.17,55.603505,50.014229,node,806267388
Семенчино,hamlet,hamlet,42.17,55.719781,48.173205,node,923951163
Токташево,hamlet,hamlet,42.17,55.831255,48.146764,way,221139169
Мендюш,hamlet,hamlet,42.35,56.256301,49.564687,node,747647374
Верхнее Анчиково,hamlet,hamlet,42.37,55.808893,48.144205,node,923938394
Нижнее Анчиково,hamlet,hamlet,42.49,55.820236,48.14165,node,10882607297
Папанино,hamlet,hamlet,42.63,56.258049,48.672926,node,983996096
Беляево,hamlet,hamlet,42.67,55.469504,48.41314,relation,19218475
Малые Кокузы,hamlet,hamlet,42.71,55.323205,48.633674,node,761068851
Баргузино,hamlet,hamlet,42.77,55.21779,49.054716,node,722400786
Лесной,hamlet,hamlet,42.77,55.932069,50.011948,node,801850819
Толкияз,hamlet,hamlet,43.03,55.75562,50.068787,node,806510507
Казаково,hamlet,hamlet,43.04,55.762431,48.14202,way,176715462
Челны,hamlet,hamlet,43.27,55.230118,48.904556,way,59586040
Дусюм,hamlet,hamlet,43.28,56.299092,49.440232,node,750478758
Бикеево,hamlet,hamlet,43.3,55.244989,48.833279,way,238289294
Масловка,hamlet,hamlet,43.3,55.698284,48.166303,way,176872072
Хутор,hamlet,hamlet,43.33,55.619047,50.039998,way,123003717
Русские Наратлы,hamlet,hamlet,43.34,55.512202,48.351554,way,128511200
Татарские Наратлы,hamlet,hamlet,43.66,55.513015,48.342838,way,128511194
Нижняя Куланга,hamlet,hamlet,43.84,55.447967,48.415674,node,1343285371
Верхние Верези,hamlet,hamlet,43.99,56.158532,49.806755,way,923130515
Верхние Метески,hamlet,hamlet,44.27,55.909435,50.045273,node,801846879
Айдарово,hamlet,hamlet,44.3,55.650977,48.17574,way,226043405
Азимово,hamlet,hamlet,44.33,55.27227,48.709179,way,242251036
Татарское Азелеево,hamlet,hamlet,44.37,55.533498,48.294657,way,1392727122
Осинкино,hamlet,hamlet,44.4,55.827872,48.111053,way,207221875
Мартыново,hamlet,hamlet,44.44,55.789912,48.113295,node,923937400
Чирш-Сирма,hamlet,hamlet,44.47,55.724441,48.132873,way,181656742
Карашам,hamlet,hamlet,44.48,55.546444,48.274143,node,752196774
Ошняк-Качкалак,hamlet,hamlet,44.58,55.545374,50.019723,node,806285019
Шушерма,hamlet,hamlet,44.6,55.490778,48.356479,node,1343284784
Ошутъялы,hamlet,hamlet,44.62,56.190655,48.417816,node,663405624
Архангельские Кляри,hamlet,hamlet,44.64,55.199707,49.089065,way,1015183811
Пекоза,hamlet,hamlet,44.8,56.07627,48.233394,node,2001148775
Сабакаево,hamlet,hamlet,44.87,55.437681,49.907143,way,123003727
Нижние Шаши,hamlet,hamlet,44.98,56.305096,49.488205,way,121536344
Озерки,hamlet,hamlet,45.0,56.171063,48.366717,node,663405400
Малые Кармалы,hamlet,hamlet,45.08,55.196154,49.161301,node,723847111
Верхние Шаши,hamlet,hamlet,45.4,56.306626,49.498955,way,121536328
Тугаево,hamlet,hamlet,45.47,55.661974,48.1491,node,752424506
Райково,hamlet,hamlet,45.54,55.781086,50.106844,node,806510549
Байметево,hamlet,hamlet,45.58,55.77648,48.097377,way,176715500
Гришкино,hamlet,hamlet,45.71,55.811911,48.090636,node,923938787
Малаевка,hamlet,hamlet,45.84,55.18857,49.114492,way,1015183733
Бигильдино,hamlet,hamlet,45.86,55.841908,48.088259,way,207223928
Криуши,hamlet,hamlet,45.94,55.91181,48.101966,node,923940807
Нуртяк,hamlet,hamlet,46.06,56.339758,49.344003,way,121804536
Большая Куланга,hamlet,hamlet,46.07,55.419806,48.408025,way,1143183413
Чешлама,hamlet,hamlet,46.12,55.755317,48.094107,node,336523918
Русский Уртем,hamlet,hamlet,46.25,56.345624,49.296246,node,983965897
Новая Деревня,hamlet,hamlet,46.39,55.80642,48.080072,node,923938786
Миклино,hamlet,hamlet,46.46,56.348386,49.283129,node,983965894
Кораксола,hamlet,hamlet,46.58,56.350407,49.266318,way,869591722
Малые Кляри,hamlet,hamlet,46.6,55.195113,48.926952,way,169083568
Бахтаче,hamlet,hamlet,46.69,56.352491,49.238594,way,121804517
Чавайнур,hamlet,hamlet,46.73,56.33008,48.864031,node,693545433
Старое Муратово,hamlet,hamlet,46.8,55.670736,48.122037,node,3071586269
Балдырка,hamlet,hamlet,46.88,56.336386,48.929516,way,55166685
Систеби,hamlet,hamlet,46.96,55.728866,48.089934,way,181656739
Салтыганово,hamlet,hamlet,47.23,55.176123,49.137871,way,59586176
Липово,hamlet,hamlet,47.25,55.800661,48.066881,way,302874950
Толбаево,hamlet,hamlet,47.29,55.839799,48.065383,node,2301978830
Семь Ключей,hamlet,hamlet,47.3,55.345367,48.496861,node,761060846
Нырсовары,hamlet,hamlet,47.39,55.773669,50.137303,way,121240482
Новая Береске,hamlet,hamlet,47.43,56.359716,49.199391,node,750474680
Шименеево,hamlet,hamlet,47.44,55.892893,48.071554,way,1392732953
Досметкино,hamlet,hamlet,47.45,56.357244,49.286106,way,1009484980
Утямишево,hamlet,hamlet,47.45,55.319982,48.531707,node,761041046
Чевернур,hamlet,hamlet,47.7,56.332687,48.810803,node,984026139
Паново,hamlet,hamlet,47.78,55.535607,48.222766,way,1147813280
Адымаш,hamlet,hamlet,47.83,56.346348,48.969851,node,693546146
Буинск,hamlet,hamlet,47.91,55.703511,48.086117,way,300614286
Макаркино,hamlet,hamlet,48.17,56.362884,49.299746,way,869591725
Кожлангер,hamlet,hamlet,48.31,56.203102,48.350918,node,663405422
Балыклы,hamlet,hamlet,48.32,55.838229,50.138004,way,308023082
Мари-Кужеры,hamlet,hamlet,48.33,56.359018,49.047995,way,55166701
Ягунькино,hamlet,hamlet,48.35,55.833826,48.048154,node,1330462714
Русский Индырчи,hamlet,hamlet,48.43,55.298913,48.545822,node,761244180
Мокша,hamlet,hamlet,48.46,56.315947,49.576703,node,747648787
Керебеляк,hamlet,hamlet,48.5,56.265709,48.508904,node,664211671
Янашбеляк,hamlet,hamlet,48.51,56.140137,48.23946,node,663404836
Кубыш-Ключ,hamlet,hamlet,48.84,56.370069,49.283301,node,983985598
Емёткино,hamlet,hamlet,48.86,55.797826,48.041369,node,336523984
Пертылга,hamlet,hamlet,48.91,56.368215,49.31892,node,983963560
Варангуж,hamlet,hamlet,49.04,56.36515,49.363028,node,983966403
Кинеры,hamlet,hamlet,49.04,55.910456,48.050992,node,1330850986
Бакрче,hamlet,hamlet,49.05,55.622135,48.114068,way,225645625
Большое Шигаково,hamlet,hamlet,49.06,56.199924,48.326359,node,663405058
Таутермень,hamlet,hamlet,49.19,55.756559,50.167269,node,806509694
Кушнур,hamlet,hamlet,49.31,56.182636,48.288631,node,663405019
Чукри-Аланово,hamlet,hamlet,49.34,55.348447,48.451729,node,1344105557
Большой Атмас,hamlet,hamlet,49.37,55.567899,50.115853,node,806259195
Казылино,hamlet,hamlet,49.44,56.127898,49.952329,way,784687217
Тямти Метески,hamlet,hamlet,49.48,55.88704,50.135888,node,801846864
Нылкудо,hamlet,hamlet,49.49,56.328772,48.689338,node,4696042303
Мертень,hamlet,hamlet,49.53,55.916547,48.045075,way,118322453
Русское Танаево,hamlet,hamlet,49.61,55.530161,48.193568,node,752439730
Нурьял Карамас,hamlet,hamlet,49.62,56.359136,48.894792,node,693546057
Старый Яваш,hamlet,hamlet,49.67,56.226754,49.822955,node,762088289
Шиланка,hamlet,hamlet,49.67,55.503506,50.075278,way,123003713
Катергино,hamlet,hamlet,49.88,55.792291,48.025689,node,923937649
Кулабердино,hamlet,hamlet,49.9,55.506579,48.219408,node,1343284789
Сирекли,hamlet,hamlet,49.99,55.775879,48.026657,way,1392730771
НКСТ «Луч» («Нур») при Казанской КЭЧ района ПриВо МО РФ,allotments,allotments,0.16,55.696278,49.207561,way,345704104
Танкист,allotments,allotments,0.28,55.6982,49.190664,way,345704103
Луч,allotments,allotments,0.52,55.690625,49.204652,node,13295399987
Золотые Ключи,allotments,allotments,1.66,55.852637,48.824829,way,336669528
Городок,allotments,allotments,5.03,55.823356,49.429116,way,1303496194
Урожай,allotments,allotments,5.17,55.834397,48.739073,relation,19230065
Мёшинские усадьбы,allotments,allotments,11.62,55.678691,49.544402,way,823400325
Дружба,allotments,allotments,12.02,55.849096,48.632492,node,11648609661
Весна,allotments,allotments,12.15,55.847433,48.629776,node,11648609660
Строитель,allotments,allotments,12.44,55.846846,48.625022,node,11648609659
Атлашкино-2 завода им.Горького,allotments,allotments,12.71,55.846133,48.620332,node,11648609658
«Берёзка-2» завода имени Серго,allotments,allotments,13.14,55.845093,48.613079,node,11648609657
Химик-72,allotments,allotments,16.77,55.452449,49.149534,node,2379881783
70 лет Октября,allotments,allotments,17.73,55.88822,48.558671,way,52527494
Рождествено-1,allotments,allotments,24.89,55.411961,49.331626,way,356059483
Умырзая,allotments,allotments,25.13,55.406628,49.323491,way,356059485
"кп ""Раздолье""",allotments,allotments,27.16,55.377359,49.292088,way,371476499
Именьковское,allotments,allotments,35.33,55.430429,49.692289,node,12297680198
"СНТ ""Домостроитель""",snt,,0.06,55.757351,49.380128,node,8670363841
СНТ Дубки,snt,,0.11,55.916616,49.241448,way,170657292
СНТ «Ромашка»,snt,,0.21,55.82836,48.817792,way,95143020
СНТ «Медик-3»,snt,,0.25,55.826713,48.81693,way,244259138
СНТ «Именлек»,snt,,0.66,55.827102,48.810243,way,179393000
СНТ «Крутушка-3»,snt,allotments,0.68,55.923774,49.140588,way,95927291
СНТ № 2 ПО КОМЗ,snt,,0.9,55.895307,49.248446,way,81140538
СНТ Аланлык,snt,,1.57,55.921753,49.272191,way,90581391
СНТ Родник ГАИ МВД,snt,,1.78,55.692693,48.959982,way,508161998
СНТ Этилен,snt,,1.8,55.697504,48.960489,way,508161999
СНТ Вишенка,snt,,1.88,55.695391,48.958488,way,508162001
СНТ Девон,snt,,1.94,55.697213,48.958042,way,508162000
СНТ Конструктор,snt,,2.03,55.693718,48.956,way,97801801
СНТ Восход-12,snt,,2.24,55.829113,48.785045,way,80320799
СНТ Волга МВД,snt,,2.25,55.685633,48.952458,way,97801541
СНТ 21 век,snt,,2.35,55.691115,48.950872,way,437313072
СНТ Родничок,snt,,2.49,55.76746,48.836512,way,94499522
СНТ «Волга»,snt,,2.54,55.822516,48.780362,way,244270534
СНТ Заря-5,snt,,2.55,55.82944,48.780087,way,244259137
"ДНТ ""Просвещенец""",snt,,2.63,55.650017,49.022091,way,443681304
СНТ Родник,snt,,2.7,55.766433,48.828522,node,11423313768
СНТ «Ягодка-1»,snt,,2.85,55.831646,48.775834,way,89408813
СНТ «Гидромеханизатор»,snt,,2.91,55.825732,48.774013,way,113768251
"СНТ ""Тополек""",snt,,2.94,55.763655,48.832997,way,607752008
СНТ «Студенец»,snt,allotments,3.02,55.732401,48.981098,way,1432699776
СНТ Ивушка,snt,,3.03,55.822551,48.772529,way,244270543
"СНТ ""Вираж""",snt,allotments,3.16,55.72513,48.968176,way,1419310718
СНТ «Идель»,snt,,3.33,55.825833,48.767419,way,137776305
СНТ «Колос»,snt,,3.4,55.825154,48.766327,way,818980992
СНТ «Озон»,snt,,3.51,55.829194,48.764701,way,89409444
СНТ «Ягодка»,snt,,3.55,55.836212,48.76613,way,89408814
СНТ «Дубрава»,snt,,3.59,55.822922,48.763374,way,117766244
СНТ «Пески»,snt,,3.66,55.827504,48.762229,way,819777470
СНТ «Фарватер»,snt,,3.7,55.825239,48.761463,way,436202150
СНТ «Дубки-2»,snt,,3.84,55.824471,48.759228,way,89410088
СНТ «Атмосфера-2»,snt,,3.93,55.825884,48.757758,way,244270531
СНТ «Дубки-1»,snt,,4.13,55.828188,48.754791,way,819777469
СНТ «Дубравушка»,snt,,4.16,55.826937,48.75413,way,244270538
СНТ «Кристалл»,snt,,4.18,55.82538,48.753807,way,117766245
СНТ «Медик»,snt,,4.21,55.823656,48.75337,way,117766243
СНТ «Водный»,snt,,4.53,55.826871,48.748198,way,89410859
СНТ «Майский»,snt,,4.55,55.823407,48.748069,way,244270549
СНТ «Каенлык»,snt,,4.57,55.826124,48.747505,way,89410858
СНТ «Радуга»,snt,,4.65,55.82953,48.746559,way,89409452
СНТ «Разлив»,snt,allotments,4.71,55.823997,48.745383,way,137776154
СНТ «Восход»,snt,,4.85,55.825153,48.743063,way,137775977
СНТ «Кожевеник»,snt,,4.87,55.830191,48.743034,way,117765752
СНТ «Росинка»,snt,allotments,5.0,55.8317,48.741201,relation,19230066
СНТ «Заря МСХ»,snt,,5.04,55.837224,48.742033,way,244270540
СНТ «Рябинушка»,snt,,5.04,55.829372,48.740207,way,117765753
СНТ «Синтез»,snt,,5.1,55.827201,48.739106,way,137775978
СНТ «Фиалка»,snt,,5.15,55.823076,48.738351,way,244270574
СНТ «Союзхимпромпроект»,snt,,5.31,55.837395,48.737696,way,244270569
СНТ «КАПО-3»,snt,,5.43,55.829193,48.734,way,117765979
СНТ «Нефтяник»,snt,,5.53,55.821766,48.73257,way,244270560
СНТ «Дружба»,snt,,5.64,55.825451,48.730465,way,244270536
СНТ «Нива»,snt,,5.94,55.823475,48.72578,way,244270562
СНТ Сатурн,snt,,6.0,55.548848,49.11996,relation,5419256
СНТ «Железнодорожник»,snt,,6.07,55.838889,48.725963,way,157891208
СНТ Березка,snt,,6.1,55.548084,49.109874,relation,5419257
СНТ Волжанка,snt,,6.37,55.545857,49.103501,relation,5419255
16 аллея СНТ Титан,snt,,6.54,55.544907,49.09517,way,364454204
17 аллея СНТ Титан,snt,,6.58,55.544488,49.095628,way,364454205
18 аллея СНТ Титан,snt,,6.62,55.544076,49.096065,way,364454206
СНТ Титан,snt,,6.64,55.543873,49.096458,way,60118711
19 аллея СНТ Титан,snt,,6.66,55.543669,49.096506,way,364454207
20 аллея СНТ Титан,snt,,6.71,55.543248,49.096919,way,364454208
21 аллея СНТ Титан,snt,,6.75,55.542816,49.097384,way,562406109
22 аллея СНТ Титан,snt,,6.79,55.542405,49.097811,way,562405050
23 аллея СНТ Титан,snt,,6.83,55.541986,49.098255,way,562406111
"СНТ ""Якорь""",snt,,6.86,55.541412,49.102674,node,4266899670
СНТ Авиатор,snt,,6.87,55.708014,49.472678,way,122961203
24 аллея СНТ Титан,snt,,6.88,55.541565,49.098697,way,562406112
СНТ Якорь,snt,,7.18,55.538311,49.110829,way,426941202
СНТ Бытовик,snt,,7.36,55.536904,49.102082,way,170296516
СНТ Взлёт-7,snt,,7.43,55.613638,48.938925,way,299238603
"СНТ ""Комета имени Туполева""",snt,,7.49,55.979024,49.027916,way,178969067
СНТ Ручеёк,snt,,7.5,55.709531,49.482473,way,230720772
СНТ Радист,snt,,7.64,55.593347,49.254749,way,364695260
СНТ Автомобилист-1,snt,,7.72,55.708037,49.486312,way,230784054
СНТ Надежда,snt,,7.75,55.534007,49.093504,way,170296515
"СНТ ""Полёт""",snt,,7.84,55.849526,48.701764,way,278004333
СНТ Меша-2,snt,,7.95,55.706837,49.490188,way,230784056
СНТ Полянка,snt,,7.99,55.530997,49.10827,way,123155615
СНТ Меша-3,snt,,8.16,55.706567,49.493587,way,230784057
"СНТ ""Березка""",snt,,8.25,55.529001,49.098845,relation,12255037
СНТ Весна,snt,,8.42,55.705865,49.497669,way,230784055
"СНТ ""Весна""",snt,,8.45,55.527094,49.101278,relation,12255038
СНТ Заря,snt,,8.52,55.526968,49.09303,way,123155617
СНТ «Архитектор»,snt,,8.57,55.768116,49.514828,way,270437661
ДНТ Академик,snt,,8.64,55.530226,49.063815,node,2373136616
СНТ Аэропорт,snt,,8.77,55.524601,49.094647,way,123155616
СНТ Заречье-2,snt,,9.27,55.771807,49.525078,way,270437704
СНТ Заречье,snt,,10.34,55.768245,49.543493,way,270437710
ДНТ Оптик,snt,,10.99,55.506704,49.071058,node,3655939162
СНТ Гаи-2,snt,,11.12,55.61652,49.467856,way,631179341
СНТ Парус,snt,,12.31,55.508245,49.010253,node,11234846495
СНТ  Нептун,snt,,12.57,55.506678,49.00695,node,11234846494
СНТ «Пасека 2»,snt,,15.58,55.845634,48.573904,way,84689959
СНТ Тетеево,snt,allotments,17.51,55.446193,49.156127,node,2377758475
СНТ Идель,snt,allotments,17.53,55.446786,49.164603,node,2374930507
СНТ «Здоровье - 2»,snt,,17.57,55.846902,48.542096,way,205305917
СНТ «Свияга»,snt,,17.98,55.702877,48.597288,way,173590846
СНТ «Красная Горка»,snt,,18.09,55.841789,48.532797,way,156146162
СНТ «Волжанка»,snt,,18.32,55.809008,48.529311,way,192162817
СНТ Тихий плес,snt,,19.22,55.694699,48.583002,way,173590844
"СНТ ""Пчелка""",snt,,19.76,55.862344,48.511039,way,201383424
СНТ Алма,snt,allotments,20.66,55.425907,49.225329,node,2381574114
СНТ Виктория,snt,allotments,21.09,55.421723,49.225038,node,2374940551
СНТ Рябинка,snt,allotments,21.56,55.417457,49.226014,node,2374940550
СНТ Малинка,snt,allotments,21.69,55.416215,49.225607,node,2374940549
СНТ Солнечный,snt,allotments,21.97,55.413499,49.225199,node,2374940548
СНТ Дачник,snt,allotments,26.47,55.836947,48.398021,node,7955570698
